no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,天氣,place_id
3595,2022/3/5 22:24,"0150deb7d0,0246",U8793a2bb7e42885c2e17c4682d981151,達咖啡,23.56737,119.56745,324282,24,1,陰風,ChIJxXNvKt8faDQR1_7hbiLo9s0
3612,2022/3/5 14:51,"0150deb7d0,0198",U8793a2bb7e42885c2e17c4682d981151,黑妞,23.56469,119.56479,322683,24,1,陰風,ChIJZ_LTzoxabDQRcr-Fc8zyvG8
3686,2022/3/6 18:28,"0150deb7d0,0226",U8793a2bb7e42885c2e17c4682d981151,津旺素食,23.56742,119.5681,326259,24,1,風   雨,ChIJ9xPjYvJabDQR9M88sVfluaQ
885,2022/2/20 12:33,"0150deb7d0,0291",U7ce8cc031c73f647c5832593f46f80cd,天津蔥抓餅,23.57431,119.5792,280984,47,1,風轉小雨,ChIJQzBnhYWpQjQR7Vr5CPt4quk
962,2022/2/21 16:58,"0150deb7d0,0339",U7ce8cc031c73f647c5832593f46f80cd,秀秀蔥大餅,23.5764,119.57411,284725,47,1,雨,ChIJOdEODuRabDQRdSnc3SoZEhA
1023,2022/2/22 12:15,"0150deb7d0,0095",U7ce8cc031c73f647c5832593f46f80cd,海城上湯鮮魚粥飯麵館,23.57711,119.57021,286970,47,1,雨,ChIJ9QBaz7NbbDQRjAWCAQOZ3z8
1248,2022/2/25 11:23,"0150deb7d0,0365",U54b59e95f3dd368e5e1a53fafff72ad2,臭臉大叔?烤甜圈,23.56494,119.56494,296408,64,0,陰風 ,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
1249,2022/2/25 11:35,"0150deb7d0,0166",U54b59e95f3dd368e5e1a53fafff72ad2,海森海聲,23.56493,119.56501,296424,64,0,陰風 ,ChIJPaTOMhpbbDQRGUk851N2btk
1282,2022/2/25 18:02,"0150deb7d0,0340",U54b59e95f3dd368e5e1a53fafff72ad2,某個角落,23.56492,119.56492,298013,64,0,陰風 ,ChIJT5NyhYOpQjQRer8vmxm2pQY
1303,2022/2/26 11:32,"0150deb7d0,0157",U54b59e95f3dd368e5e1a53fafff72ad2,鮮食堂海鮮蒸鍋,23.56566,119.56462,299869,64,0,多雲晴,ChIJibnwNvNabDQR9kbvornvaEg
1388,2022/2/27 18:36,"0150deb7d0,0073",U54b59e95f3dd368e5e1a53fafff72ad2,鑫億海產行 (頂級幹貝醬&名產),23.56648,119.56535,304390,64,0,陰風 ,ChIJU7J_LvNabDQRt8CJRHvKuLY
1389,2022/2/27 18:39,"0150deb7d0,0065",U54b59e95f3dd368e5e1a53fafff72ad2,啤酒海時尚熱炒,23.56523,119.56644,304405,64,0,陰風 ,ChIJ6Rn3hFUjaDQRQkCWHysb5cw
2442,2022/3/15 13:50,"0150deb7d0,0150",U0c296d47625964bbaf834513dc2d5668,好享吃小火鍋,23.56745,119.56641,353884,40,0,多雲,ChIJ20lg-PJabDQRDHiKMctfOv0
2577,2022/3/16 20:55,"0150deb7d0,0338",U0c296d47625964bbaf834513dc2d5668,曾記滿福堂擔仔麵,23.57406,119.57323,358644,40,0,陰,ChIJZU7sJiRbbDQR6ns6US0hX7g
2626,2022/3/17 17:38,"0150deb7d0,0372",U0c296d47625964bbaf834513dc2d5668,ㄇㄇ的臭豆腐,23.55258,119.61097,361058,40,0,雨陰,ChIJo0lSOWlFbDQRJlTgv1wB8Uw
2631,2022/3/17 18:20,"0150deb7d0,0336",U0c296d47625964bbaf834513dc2d5668,品川元麻辣串串,23.56319,119.59046,361245,40,0,雨陰,ChIJi_fZp1BbbDQRecqDI2NU4Yw
1536,2022/2/3 18:25,"0150deb7d0,0159",Ud2fe0aec29a3bed19c1b4a6e996f630f,澎湖甘草芭樂,23.56577,119.56529,231801,24,1,風轉小雨,ChIJMaDpgO1RbDQR8O-faQh24-k
1584,2022/2/4 15:20,"0150deb7d0,0266",Ud2fe0aec29a3bed19c1b4a6e996f630f,外垵福氣刈包,23.56469,119.47946,233910,24,1,風,ChIJubLqyOBZbDQR3lTEi3Sv1VM
1648,2022/2/5 15:21,"0150deb7d0,0340",Ud2fe0aec29a3bed19c1b4a6e996f630f,某個角落,23.56492,119.56492,236409,24,1,陰風 ,ChIJT5NyhYOpQjQRer8vmxm2pQY
1683,2022/2/5 21:37,"0150deb7d0,0016",Ud2fe0aec29a3bed19c1b4a6e996f630f,海島海產大賣場,23.56576883,119.5655136,237426,24,1,陰風 ,ChIJBRjMKPNabDQRzIM5o7k1v9s
4702,2022/4/28 22:41,"0150deb7d0,0144",Ufb55cf9c80d5552ee0acf2fd81a4c299,小小間,23.57003,119.56901,479942,59,1,陰晴,ChIJfaHxGu5abDQR_LWiiTnY7QE
4740,2022/4/29 10:42,"0150deb7d0,0040",Ufb55cf9c80d5552ee0acf2fd81a4c299,自由塔,23.56993769,119.5713121,480424,59,1,晴風,ChIJlzQ-Y-5abDQResCI8cBJOb8
4758,2022/4/29 08:47,"0150deb7d0,0295",Ufb55cf9c80d5552ee0acf2fd81a4c299,獨領風騷,23.56815,119.56751,480281,59,1,晴風,ChIJq_Fhd2ipQjQRmwksF_0508U
4799,2022/4/30 01:27,"0150deb7d0,0371",Ufb55cf9c80d5552ee0acf2fd81a4c299,阿鳳牛肉河粉,23.57142,119.57239,482135,59,1,風,ChIJjb-f_e5abDQRjlx7oCHlPoM
3284,2022/3/29 10:05,"0150deb7d0,0050",U0cc1a7e6dc3dab6ba3c199729c3ca026,澎湖海洋地質公園中心,23.56633846,119.5787976,395255,67,0,陰風,ChIJAUljgLlbbDQRwuvTXGBzHnE
3341,2022/3/29 09:40,"0150deb7d0,0036",U0cc1a7e6dc3dab6ba3c199729c3ca026,岩質咖啡,23.56646069,119.5790493,395204,67,0,陰風,ChIJ6wZYFepabDQRj2HrYa--7NU
3437,2022/3/30 12:48,"0150deb7d0,0336",U0cc1a7e6dc3dab6ba3c199729c3ca026,品川元麻辣串串,23.56319,119.59046,398741,67,0,多雲,ChIJi_fZp1BbbDQRecqDI2NU4Yw
3507,2022/3/31 18:42,"0150deb7d0,0231",U0cc1a7e6dc3dab6ba3c199729c3ca026,青泉豆花,23.57472,119.57821,402656,67,0,陰風,ChIJiV8LuehabDQR6KKBeFWg0As
3111,2022/3/25 10:21,"0150deb7d0,0365",Ufcbfd8474f6747fe4d0a4db764ca8c28,臭臉大叔?烤甜圈,23.56494,119.56494,383295,53,1,陰,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
3170,2022/3/26 17:55,"0150deb7d0,0305",Ufcbfd8474f6747fe4d0a4db764ca8c28,桃太郎日式料理,23.56613,119.56468,388408,53,1,多雲轉小雨,ChIJv9NX1XU9aTQRIvMYrBHdhc0
3183,2022/3/26 19:44,"0150deb7d0,0083",Ufcbfd8474f6747fe4d0a4db764ca8c28,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,388773,53,1,多雲轉小雨,ChIJicxsKfNabDQR3bdCErfjbaU
3203,2022/3/27 10:29,"0150deb7d0,0168",Ufcbfd8474f6747fe4d0a4db764ca8c28,小正傢私店,23.56467,119.56484,389711,53,1,陰雨,ChIJW-BRwW1bbDQR2-V1wKXXvYQ
3210,2022/3/27 11:32,"0150deb7d0,0157",Ufcbfd8474f6747fe4d0a4db764ca8c28,鮮食堂海鮮蒸鍋,23.56566,119.56462,389933,53,1,陰雨,ChIJibnwNvNabDQR9kbvornvaEg
4285,2022/4/18 13:51,"0150deb7d0,0237",Uea7fc7c9746de951b427604ab16a0c82,振發食品行,23.56413,119.5642,452918,68,1,陰風,ChIJsw_5voxabDQRFPftR6TSHbk
4287,2022/4/18 13:58,"0150deb7d0,0169",Uea7fc7c9746de951b427604ab16a0c82,懶人披薩雞排,23.56375,119.5644,452929,68,1,陰風,ChIJm1WMpoADbjQRsSboBeeKe4s
4351,2022/4/19 22:13,"0150deb7d0,0258",Uea7fc7c9746de951b427604ab16a0c82,曬食光餐飲店,23.56639,119.56396,457271,68,1,雨風,ChIJsV99QwQiaDQRQrUVAiWewe8
4431,2022/4/20 13:13,"0150deb7d0,0144",Uea7fc7c9746de951b427604ab16a0c82,小小間,23.57003,119.56901,458407,68,1,陰多雲,ChIJfaHxGu5abDQR_LWiiTnY7QE
4271,2022/4/17 18:17,"0150deb7d0,0107",U8842bc1c33ab4cc8a292dd0257d0390a,真鮮味小吃部,119.56491,119.56929,450891,19,1,風,ChIJmc-gsV9bbDQRjslRsRk4OLE
4297,2022/4/18 12:20,"0150deb7d0,0116",U8842bc1c33ab4cc8a292dd0257d0390a,金醬府,23.56734,119.5729,452633,19,1,陰風,ChIJkaAQgG5bbDQR-ckXlZIXzTQ
4304,2022/4/18 15:26,"0150deb7d0,0221",U8842bc1c33ab4cc8a292dd0257d0390a,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,453178,19,1,陰風,ChIJ50sFewZbbDQRW0anIIkS-YM
4315,2022/4/18 17:13,"0150deb7d0,0340",U8842bc1c33ab4cc8a292dd0257d0390a,某個角落,23.56492,119.56492,453611,19,1,陰風,ChIJT5NyhYOpQjQRer8vmxm2pQY
4316,2022/4/18 17:17,"0150deb7d0,0365",U8842bc1c33ab4cc8a292dd0257d0390a,臭臉大叔?烤甜圈,23.56494,119.56494,453634,19,1,陰風,ChIJ5-4XqMI3aDQRXdCp0ZAVtvg
4317,2022/4/18 17:18,"0150deb7d0,0237",U8842bc1c33ab4cc8a292dd0257d0390a,振發食品行,23.56413,119.5642,453640,19,1,陰風,ChIJsw_5voxabDQRFPftR6TSHbk
4318,2022/4/18 17:26,"0150deb7d0,0199",U8842bc1c33ab4cc8a292dd0257d0390a,麗洋手作蛋糕,23.56431,119.56464,453676,19,1,陰風,ChIJK8LlxoxabDQR9PAJ71QRSMQ
4319,2022/4/18 17:29,"0150deb7d0,0168",U8842bc1c33ab4cc8a292dd0257d0390a,小正傢私店,23.56467,119.56484,453687,19,1,陰風,ChIJW-BRwW1bbDQR2-V1wKXXvYQ
4320,2022/4/18 17:32,"0150deb7d0,0262",U8842bc1c33ab4cc8a292dd0257d0390a,登峰藝品行(登峰特產行),23.56505,119.56522,453701,19,1,陰風,ChIJ0bCS0oxabDQR0EkKVFJ_O3Y
4322,2022/4/18 17:41,"0150deb7d0,0327",U8842bc1c33ab4cc8a292dd0257d0390a,西河食堂海鮮粥,23.56484,119.5652,453744,19,1,陰風,ChIJRT2Q0oxabDQReDmvcmOvk40
4323,2022/4/18 17:59,"0150deb7d0,0401",U8842bc1c33ab4cc8a292dd0257d0390a,駱哥港式點心,23.56584,119.56856,453853,19,1,陰風,ChIJswnQYe1abDQRm0FvaJaVxp4
4371,2022/4/19 15:21,"0150deb7d0,0008",U8842bc1c33ab4cc8a292dd0257d0390a,典醬家,23.56933086,119.5898642,456124,19,1,雨風,ChIJ3TEhVKxbbDQRsyo0iIjtvL0
4472,2022/4/21 12:00,"0150deb7d0,0305",Uc5b38048f577609c56c0aaf0ab6c52b1,桃太郎日式料理,23.56613,119.56468,460868,15,0,晴,ChIJv9NX1XU9aTQRIvMYrBHdhc0
4507,2022/4/22 11:20,"0150deb7d0,0246",Uc5b38048f577609c56c0aaf0ab6c52b1,達咖啡,23.56737,119.56745,463107,15,0,晴雨,ChIJxXNvKt8faDQR1_7hbiLo9s0
4541,2022/4/23 11:51,"0150deb7d0,0397",Uc5b38048f577609c56c0aaf0ab6c52b1,夯小管燒x雞蛋糕,23.56476,119.58144,465607,15,0,多雲晴,ChIJn0klwq9bbDQRcXvtev32KVg
4608,2022/4/25 17:56,"0150deb7d0,0157",U338a36414e8b1065bfa137107cfacdba,鮮食堂海鮮蒸鍋,23.56566,119.56462,471366,44,0,晴多雲,ChIJibnwNvNabDQR9kbvornvaEg
4630,2022/4/25 21:51,"0150deb7d0,0244",U338a36414e8b1065bfa137107cfacdba,三ㄚ店&潮style,23.56705,119.56538,472104,44,0,晴多雲,ChIJjdfJX-9bbDQRpFljTPY-BPc
4656,2022/4/26 20:28,"0150deb7d0,0295",U338a36414e8b1065bfa137107cfacdba,獨領風騷,23.56815,119.56751,474216,44,0,晴多雲,ChIJq_Fhd2ipQjQRmwksF_0508U
4675,2022/4/27 15:26,"0150deb7d0,0110",U338a36414e8b1065bfa137107cfacdba,天人菊名產店,23.56387,119.56495,476372,44,0,晴多雲,ChIJzWHh3IxabDQRqiTsKKJYtho
