no,Time,POI,UserID/MemID,設置點,緯度,經度,BPL UID,age,gender,天氣
287,2022/2/12 11:54,"0150deb7d0,0078",U2bb1bde145575604c370bfef37a865ad,白灣景觀餐廳,23.56154,119.64737,254827,74,1,風
373,2022/2/13 20:01,"0150deb7d0,0336",U2bb1bde145575604c370bfef37a865ad,品川元麻辣火鍋,23.56319,119.59046,259988,74,1,陰雨
300,2022/2/12 16:30,"0150deb7d0,0072",Udf84da45a09c16e48b52336fd5d9d179,日香美食坊歡迎您～,23.57466,119.5768,255781,79,1,風
372,2022/2/13 19:44,"0150deb7d0,0255",Udf84da45a09c16e48b52336fd5d9d179,巴適麻辣鍋,23.57185,119.58141,259940,79,1,陰雨
1548,2022/2/3 21:15,"0150deb7d0,0252",Udf84da45a09c16e48b52336fd5d9d179,飛特潛艦Victor Johni’R,23.56737,119.56745,232224,79,1,風轉小雨
1607,2022/2/4 19:00,"0150deb7d0,0401",Udf84da45a09c16e48b52336fd5d9d179,駱哥港式點心,23.56584,119.56856,234548,79,1,風
1722,2022/2/6 16:26,"0150deb7d0,0384",Udf84da45a09c16e48b52336fd5d9d179,葉子的店,23.57429,119.57824,239097,79,1,風
1724,2022/2/6 16:31,"0150deb7d0,0339",Udf84da45a09c16e48b52336fd5d9d179,秀秀蔥大餅,23.5764,119.57411,239121,79,1,風
1814,2022/2/7 15:08,"0150deb7d0,0236",Udf84da45a09c16e48b52336fd5d9d179,菊楓食堂日式料理,23.57538,119.58058,241248,79,1,雨
4665,2022/4/27 10:08,"0150deb7d0,0240",Udffac2b23fb11f89c0c01028e28a95a7,文化路蔥油餅,23.56825,119.56753,475250,28,1,晴多雲
4734,2022/4/28 21:12,"0150deb7d0,0083",Udffac2b23fb11f89c0c01028e28a95a7,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,479780,28,1,陰晴
326,2022/2/12 20:27,"0150deb7d0,0196",U87c00daa10687a8c7db52939e4cb999b,馬路益燒肉飯,23.56596,119.56523,256768,24,1,風
339,2022/2/13 11:35,"0150deb7d0,0062",U87c00daa10687a8c7db52939e4cb999b,小和食光輕食館,23.57465715,119.5734249,258081,24,1,陰雨
784,2022/2/19 18:42,"0150deb7d0,0197",Ud9bb98b05c38c0ea8d09f297d07b2276,嚐香聚牛肉麵,23.57425,119.57308,279242,42,0,風轉小雨
883,2022/2/20 12:04,"0150deb7d0,0442",Ud9bb98b05c38c0ea8d09f297d07b2276,佶肯美式漢堡炸雞,23.56354,119.56659,280902,42,0,風轉小雨
908,2022/2/20 17:40,"0150deb7d0,0016",Ud9bb98b05c38c0ea8d09f297d07b2276,海島海產大賣場,23.56576883,119.5655136,281994,42,0,風轉小雨
2263,2022/3/12 13:08,"0150deb7d0,0071",Ud9bb98b05c38c0ea8d09f297d07b2276,歡迎來到新光堂（新光堂特產行）,23.56618,119.56533,344954,42,0,晴
2264,2022/3/12 13:10,"0150deb7d0,0328",Ud9bb98b05c38c0ea8d09f297d07b2276,瑞師父海菜煎餅,23.56579,119.56542,344965,42,0,晴
2266,2022/3/12 13:16,"0150deb7d0,0027",Ud9bb98b05c38c0ea8d09f297d07b2276,五鮮上醬海產專賣,23.56580466,119.5654261,344996,42,0,晴
2335,2022/3/13 12:47,"0150deb7d0,0095",Ud9bb98b05c38c0ea8d09f297d07b2276,海城上湯鮮魚粥飯麵館,23.57711,119.57021,347652,42,0,晴
3629,2022/3/5 18:41,"0150deb7d0,0112",Ud9bb98b05c38c0ea8d09f297d07b2276,劉正港檸檬汁-中華店,23.57204,119.57574,323483,42,0,陰風
3670,2022/3/6 16:32,"0150deb7d0,0134",Ud9bb98b05c38c0ea8d09f297d07b2276,呷飽飽燒烤屋,23.57558,119.58025,325827,42,0,風   雨
3703,2022/3/6 20:52,"0150deb7d0,0124",Ud9bb98b05c38c0ea8d09f297d07b2276,峰鮮宴隱市食堂,23.56359,119.5808,326832,42,0,風   雨
2451,2022/3/15 10:59,"0150deb7d0,0308",U35f840c54ee263928f8f672f5273082e,沐一日式豬排專賣店,23.57319,119.57316,353282,57,1,多雲
2570,2022/3/16 08:14,"0150deb7d0,0216",U35f840c54ee263928f8f672f5273082e,新巴適經典麻辣鍋,23.57179,119.57882,356092,57,1,陰
1785,2022/2/7 12:14,"0150deb7d0,0374",Udffbcb6e53cdac74617c5aa36bea8e70,奶油蝴蝶烘焙坊,23.57647,119.57387,240718,31,0,雨
1915,2022/2/8 18:21,"0150deb7d0,0255",Udffbcb6e53cdac74617c5aa36bea8e70,巴適麻辣鍋,23.57185,119.58141,245168,31,0,風
1007,2022/2/22 13:36,"0150deb7d0,0091",U3dc4122ffdd99c7b1151c06b6570112f,玻玻飲食店,23.57971,119.57924,287206,61,1,雨
1147,2022/2/23 19:12,"0150deb7d0,0149",U3dc4122ffdd99c7b1151c06b6570112f,拾捌度C鮮果茶飲站,23.57436,119.5795,291890,61,1,中雨風
1497,2022/2/3 13:51,"0150deb7d0,0255",U3dc4122ffdd99c7b1151c06b6570112f,巴適麻辣鍋,23.57185,119.58141,231007,61,1,風轉小雨
1567,2022/2/4 23:12,"0150deb7d0,0009",U3dc4122ffdd99c7b1151c06b6570112f,海口峰海產行,23.56315044,119.5831612,235215,61,1,風
2565,2022/3/16 19:32,"0150deb7d0,0207",U72b355d0d106affc85926eceab9e498c,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,358422,35,1,陰
2619,2022/3/17 14:31,"0150deb7d0,0040",U72b355d0d106affc85926eceab9e498c,自由塔,23.56993769,119.5713121,360382,35,1,雨陰
405,2022/2/14 16:51,"0150deb7d0,0328",U2a07ef3a0c129e16f8b7272554f52bc4,瑞師父海菜煎餅,23.56579,119.56542,262405,60,1,陰風 
505,2022/2/15 18:18,"0150deb7d0,0083",U2a07ef3a0c129e16f8b7272554f52bc4,海功商號(波霸花枝丸、月亮蝦餅、當季海鮮宅配),23.56542,119.56562,265792,60,1,陰風 
4029,2022/4/11 09:42,"0150deb7d0,0150",U5d2e30cfd14fb44a3ce0125828900d16,好享吃小火鍋,23.56745,119.56641,432490,56,0,多雲
4079,2022/4/12 08:06,"0150deb7d0,0359",U5d2e30cfd14fb44a3ce0125828900d16,Bella調酒專賣店,23.56855353,119.567152,435391,56,0,晴
4087,2022/4/12 09:35,"0150deb7d0,0437",U5d2e30cfd14fb44a3ce0125828900d16,台灣大餅早午餐,23.56718,119.56441,435523,56,0,晴
591,2022/2/16 17:19,"0150deb7d0,0116",U693d1863fb9246c18b3c343431fbad42,金醬府,23.56734,119.5729,268766,69,0,陰風 
650,2022/2/17 18:07,"0150deb7d0,0040",U693d1863fb9246c18b3c343431fbad42,自由塔,23.56993769,119.5713121,272256,69,0,風
960,2022/2/21 16:56,"0150deb7d0,0295",U693d1863fb9246c18b3c343431fbad42,獨領風騷,23.56815,119.56751,284713,69,0,雨
1049,2022/2/22 17:23,"0150deb7d0,0307",U693d1863fb9246c18b3c343431fbad42,世軒西點麵包????,23.57275,119.57417,288297,69,0,雨
1306,2022/2/26 12:32,"0150deb7d0,0258",U693d1863fb9246c18b3c343431fbad42,曬食光餐飲店,23.56639,119.56396,300052,69,0,多雲晴
1378,2022/2/27 17:07,"0150deb7d0,0338",U693d1863fb9246c18b3c343431fbad42,曾記滿福堂擔仔麵,23.57406,119.57323,304056,69,0,陰風 
1411,2022/2/27 08:56,"0150deb7d0,0311",U693d1863fb9246c18b3c343431fbad42,澎湖 朝陽路肉圓,23.57339,119.57697,302703,69,0,陰風 
426,2022/2/14 19:42,"0150deb7d0,0221",Ue4806806e39f97a855428e298d457dd0,回鄉餐館-(義大利麵 濃湯 炒飯 便當),23.56406,119.58901,263018,40,0,陰風 
525,2022/2/15 20:02,"0150deb7d0,0258",Ue4806806e39f97a855428e298d457dd0,曬食光餐飲店,23.56639,119.56396,266142,40,0,陰風 
4019,2022/4/11 18:15,"0150deb7d0,0066",Uc6b4e7313c173c3dea880730c6be0fbe,北海道海產專賣店,23.56637,119.56886,434245,76,0,多雲
4046,2022/4/12 00:14,"0150deb7d0,0258",Uc6b4e7313c173c3dea880730c6be0fbe,曬食光餐飲店,23.56639,119.56396,435123,76,0,晴
4971,2022/4/6 20:29,"0150deb7d0,0027",U2ddfdde26e6f72ab9142fe3b17cc8d0f,五鮮上醬海產專賣,23.56580466,119.5654261,420328,39,0,風
4974,2022/4/6 20:47,"0150deb7d0,0328",U2ddfdde26e6f72ab9142fe3b17cc8d0f,瑞師父海菜煎餅,23.56579,119.56542,420389,39,0,風
4975,2022/4/6 20:49,"0150deb7d0,0173",U2ddfdde26e6f72ab9142fe3b17cc8d0f,綺樂Chi Love 仙人掌彩虹霜淇淋,23.56548,119.56532,420402,39,0,風
4997,2022/4/7 17:55,"0150deb7d0,0432",U2ddfdde26e6f72ab9142fe3b17cc8d0f,多那之澎湖店,23.56483,119.56537,422403,39,0,陰風
4999,2022/4/7 18:02,"0150deb7d0,0332",U2ddfdde26e6f72ab9142fe3b17cc8d0f,小螞蟻牛排,23.56836,119.56831,422441,39,0,陰風
5008,2022/4/7 19:30,"0150deb7d0,0374",U2ddfdde26e6f72ab9142fe3b17cc8d0f,奶油蝴蝶烘焙坊,23.57647,119.57387,422768,39,0,陰風
5009,2022/4/7 20:07,"0150deb7d0,0040",U2ddfdde26e6f72ab9142fe3b17cc8d0f,自由塔,23.56993769,119.5713121,422816,39,0,陰風
1704,2022/2/6 12:47,"0150deb7d0,0329",U90aa7d9aa32ab7c5d0d35d0872b10286,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,238508,61,0,風
1853,2022/2/7 20:16,"0150deb7d0,0281",U90aa7d9aa32ab7c5d0d35d0872b10286,霸味薑母鴨,23.5705,119.57567,242268,61,0,雨
1854,2022/2/7 20:17,"0150deb7d0,0311",U90aa7d9aa32ab7c5d0d35d0872b10286,澎湖 朝陽路肉圓,23.57339,119.57697,242277,61,0,雨
2291,2022/3/12 16:29,"0150deb7d0,0036",U90aa7d9aa32ab7c5d0d35d0872b10286,岩質咖啡,23.56646069,119.5790493,345604,61,0,晴
2292,2022/3/12 16:40,"0150deb7d0,0057",U90aa7d9aa32ab7c5d0d35d0872b10286,澎湖海洋地質公園中心(1F),23.56642,119.57891,345638,61,0,晴
2364,2022/3/13 20:02,"0150deb7d0,0201",U90aa7d9aa32ab7c5d0d35d0872b10286,福鴨鴨肉大王,23.56578,119.56406,349144,61,0,晴
3129,2022/3/25 17:27,"0150deb7d0,0210",U90aa7d9aa32ab7c5d0d35d0872b10286,蔬脆蛋餅,23.56632,119.56511,385059,61,0,陰
3181,2022/3/26 19:31,"0150deb7d0,0322",U90aa7d9aa32ab7c5d0d35d0872b10286,檸檬香茅火鍋澎湖店,23.56283,119.56518,388736,61,0,多雲轉小雨
3188,2022/3/26 20:56,"0150deb7d0,0038",U90aa7d9aa32ab7c5d0d35d0872b10286,石滬廣場站,23.56312198,119.5648365,388933,61,0,多雲轉小雨
443,2022/2/15 13:03,"0150deb7d0,0291",U5e8d91c0ca9ceafa6046962f1e880ca7,天津蔥抓餅,23.57431,119.5792,264712,71,0,陰風 
539,2022/2/16 13:22,"0150deb7d0,0149",U5e8d91c0ca9ceafa6046962f1e880ca7,拾捌度C鮮果茶飲站,23.57436,119.5795,267745,71,0,陰風 
603,2022/2/16 20:34,"0150deb7d0,0288",U5e8d91c0ca9ceafa6046962f1e880ca7,皮克吐司,23.56714,119.56467,269503,71,0,陰風 
500,2022/2/15 17:25,"0150deb7d0,0160",Udf1296118c8279d9bfbed2e8a1d43c92,海玩子雞蛋糕,23.56997,119.56894,265638,22,1,陰風 
501,2022/2/15 17:32,"0150deb7d0,0144",Udf1296118c8279d9bfbed2e8a1d43c92,小小間,23.57003,119.56901,265658,22,1,陰風 
541,2022/2/16 13:43,"0150deb7d0,0292",Udf1296118c8279d9bfbed2e8a1d43c92,Mr.大雞,23.57226,119.57626,267816,22,1,陰風 
508,2022/2/15 18:43,"0150deb7d0,0040",Ud42106e5f373e119fc111a8d67b464f1,自由塔,23.56993769,119.5713121,265889,24,1,陰風 
564,2022/2/16 12:26,"0150deb7d0,0339",Ud42106e5f373e119fc111a8d67b464f1,秀秀蔥大餅,23.5764,119.57411,267540,24,1,陰風 
3809,2022/3/8 19:13,"0150deb7d0,0116",Ud42106e5f373e119fc111a8d67b464f1,金醬府,23.56734,119.5729,332893,24,1,風多雲
3842,2022/3/9 14:13,"0150deb7d0,0393",Ud42106e5f373e119fc111a8d67b464f1,紐西蘭牛排館,23.57295,119.57542,335194,24,1,晴多雲
3843,2022/3/9 14:20,"0150deb7d0,0197",Ud42106e5f373e119fc111a8d67b464f1,嚐香聚牛肉麵,23.57425,119.57308,335214,24,1,晴多雲
3844,2022/3/9 14:21,"0150deb7d0,0177",Ud42106e5f373e119fc111a8d67b464f1,夏天茶飲,23.57184,119.57075,335216,24,1,晴多雲
526,2022/2/15 20:09,"0150deb7d0,0308",U32feac0eacd5677c10fa267641ba3d30,沐一日式豬排專賣店,23.57319,119.57316,266158,61,0,陰風 
613,2022/2/16 21:11,"0150deb7d0,0179",U32feac0eacd5677c10fa267641ba3d30,祥馨鮮鮮果舖,23.57336,119.57256,269601,61,0,陰風 
1673,2022/2/5 19:54,"0150deb7d0,0329",U52dda63b2259abe4e296d037a82e729a,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,237151,68,1,陰風 
1695,2022/2/6 23:00,"0150deb7d0,0040",U52dda63b2259abe4e296d037a82e729a,自由塔,23.56993769,119.5713121,240091,68,1,風
1739,2022/2/6 19:19,"0150deb7d0,0139",U52dda63b2259abe4e296d037a82e729a,紫光複合式餐飲,23.56601,119.56687,239609,68,1,風
1740,2022/2/6 19:20,"0150deb7d0,0143",U52dda63b2259abe4e296d037a82e729a,14巷復刻飛鏢餐館,23.56589,119.5663,239611,68,1,風
1745,2022/2/6 19:31,"0150deb7d0,0352",U52dda63b2259abe4e296d037a82e729a,洛克先生酒吧,23.56586,119.56584,239646,68,1,風
1700,2022/2/6 11:54,"0150deb7d0,0010",U05acef925dad7cbfa0cca1762f4aa64d,掌上明珠,23.57831798,119.5822953,238388,80,0,風
1842,2022/2/7 18:29,"0150deb7d0,0371",U05acef925dad7cbfa0cca1762f4aa64d,阿鳳牛肉河粉,23.57142,119.57239,241879,80,0,雨
2334,2022/3/13 12:44,"0150deb7d0,0291",U05acef925dad7cbfa0cca1762f4aa64d,天津蔥抓餅,23.57431,119.5792,347638,80,0,晴
2419,2022/3/14 18:32,"0150deb7d0,0116",U05acef925dad7cbfa0cca1762f4aa64d,金醬府,23.56734,119.5729,351711,80,0,陰
4148,2022/4/14 17:36,"0150deb7d0,0324",U05acef925dad7cbfa0cca1762f4aa64d,榕徽嬤?吃吃喝喝,23.56909,119.59924,443218,80,0,雨風
4163,2022/4/15 13:17,"0150deb7d0,0322",U05acef925dad7cbfa0cca1762f4aa64d,檸檬香茅火鍋澎湖店,23.56283,119.56518,445200,80,0,風
1655,2022/2/5 17:28,"0150deb7d0,0308",U964abc9d948bfeafba4e573c12b14365,沐一日式豬排專賣店,23.57319,119.57316,236677,62,1,陰風 
1679,2022/2/5 08:55,"0150deb7d0,0373",U964abc9d948bfeafba4e573c12b14365,美德西點麵包店,23.5706,119.57208,235667,62,1,陰風 
1692,2022/2/6 22:43,"0150deb7d0,0432",U964abc9d948bfeafba4e573c12b14365,多那之澎湖店,23.56483,119.56537,240040,62,1,風
2462,2022/3/15 00:21,"0150deb7d0,0091",U964abc9d948bfeafba4e573c12b14365,玻玻飲食店,23.57971,119.57924,352473,62,1,多雲
2528,2022/3/16 23:06,"0150deb7d0,0210",U964abc9d948bfeafba4e573c12b14365,蔬脆蛋餅,23.56632,119.56511,358984,62,1,陰
2585,2022/3/16 21:14,"0150deb7d0,0196",U964abc9d948bfeafba4e573c12b14365,馬路益燒肉飯,23.56596,119.56523,358710,62,1,陰
587,2022/2/16 16:49,"0150deb7d0,0289",U2a61f0c04f909838b1b52cce31614069,抓包．馬公分店,23.5729,119.57694,268639,17,0,陰風 
588,2022/2/16 17:01,"0150deb7d0,0403",U2a61f0c04f909838b1b52cce31614069,恐龍炭烤饅頭,23.56671,119.56477,268696,17,0,陰風 
589,2022/2/16 17:03,"0150deb7d0,0152",U2a61f0c04f909838b1b52cce31614069,邁泰MAI TAI THAI TEA,23.56667,119.56486,268701,17,0,陰風 
643,2022/2/17 15:53,"0150deb7d0,0162",U2a61f0c04f909838b1b52cce31614069,鯨 鯊威瑪,23.5667,119.56479,271661,17,0,風
5024,2022/4/8 10:52,"0150deb7d0,0244",U2a61f0c04f909838b1b52cce31614069,三ㄚ店&潮style,23.56705,119.56538,423802,17,0,晴
5058,2022/4/9 22:02,"0150deb7d0,0432",U2a61f0c04f909838b1b52cce31614069,多那之澎湖店,23.56483,119.56537,428980,17,0,晴
5094,2022/4/9 18:36,"0150deb7d0,0308",U2a61f0c04f909838b1b52cce31614069,沐一日式豬排專賣店,23.57319,119.57316,428364,17,0,晴
1468,2022/2/28 18:23,"0150deb7d0,0094",Uf1736a1ca1a13bc5cf32f5eb94c52246,菲菲檸檬,23.57352,119.57246,307666,51,1,晴多雲
2106,2022/3/1 18:53,"0150deb7d0,0236",Uf1736a1ca1a13bc5cf32f5eb94c52246,菊楓食堂日式料理,23.57538,119.58058,311164,51,1,多雲陰
596,2022/2/16 18:42,"0150deb7d0,0330",Ua4bf04f362c614233ba234d8dfb47e82,招柴莉莉,23.57278,119.57504,269165,28,1,陰風 
629,2022/2/17 12:06,"0150deb7d0,0249",Ua4bf04f362c614233ba234d8dfb47e82,秋喜肉蛋吐司,23.56867,119.5675,270763,28,1,風
3069,2022/3/23 09:39,"0150deb7d0,0291",Ua4bf04f362c614233ba234d8dfb47e82,天津蔥抓餅,23.57431,119.5792,377257,28,1,小雨風
3072,2022/3/24 13:27,"0150deb7d0,0338",Ua4bf04f362c614233ba234d8dfb47e82,曾記滿福堂擔仔麵,23.57406,119.57323,380807,28,1,小雨陰
3085,2022/3/24 12:26,"0150deb7d0,0152",Ua4bf04f362c614233ba234d8dfb47e82,邁泰MAI TAI THAI TEA,23.56667,119.56486,380572,28,1,小雨陰
635,2022/2/17 12:42,"0150deb7d0,0062",U381d3683cf9bdeabf36afa4679d58416,小和食光輕食館,23.57465715,119.5734249,270906,17,1,風
658,2022/2/17 19:37,"0150deb7d0,0124",U381d3683cf9bdeabf36afa4679d58416,峰鮮宴隱市食堂,23.56359,119.5808,272631,17,1,風
668,2022/2/17 21:12,"0150deb7d0,0328",U381d3683cf9bdeabf36afa4679d58416,瑞師父海菜煎餅,23.56579,119.56542,273050,17,1,風
673,2022/2/18 13:03,"0150deb7d0,0371",U381d3683cf9bdeabf36afa4679d58416,阿鳳牛肉河粉,23.57142,119.57239,274735,17,1,陰雨
4273,2022/4/17 18:21,"0150deb7d0,0305",U1193b30bfe522e1c30244378c84e7240,桃太郎日式料理,23.56613,119.56468,450914,41,1,風
4300,2022/4/18 12:53,"0150deb7d0,0044",U1193b30bfe522e1c30244378c84e7240,通樑古榕,23.65648794,119.5567078,452728,41,1,陰風
1220,2022/2/24 19:42,"0150deb7d0,0207",U0781ca1080648882355dd846776649d0,禦私藏鮮奶茶專賣店（澎湖店）,23.56735,119.56787,294997,21,1,風
1224,2022/2/24 19:49,"0150deb7d0,0150",U0781ca1080648882355dd846776649d0,好享吃小火鍋,23.56745,119.56641,295042,21,1,風
1293,2022/2/25 20:11,"0150deb7d0,0393",U0781ca1080648882355dd846776649d0,紐西蘭牛排館,23.57295,119.57542,298513,21,1,陰風 
1294,2022/2/25 20:36,"0150deb7d0,0240",U0781ca1080648882355dd846776649d0,文化路蔥油餅,23.56825,119.56753,298608,21,1,陰風 
2255,2022/3/11 20:21,"0150deb7d0,0338",Ucdfa0f2c4d63746185972bd203584c33,曾記滿福堂擔仔麵,23.57406,119.57323,343372,43,1,晴
2273,2022/3/12 10:31,"0150deb7d0,0038",Ucdfa0f2c4d63746185972bd203584c33,石滬廣場站,23.56312198,119.5648365,344456,43,1,晴
3480,2022/3/31 10:12,"0150deb7d0,0240",Ucdfa0f2c4d63746185972bd203584c33,文化路蔥油餅,23.56825,119.56753,400979,43,1,陰風
3486,2022/3/31 11:09,"0150deb7d0,0024",Ucdfa0f2c4d63746185972bd203584c33,澎漁宴餐廳,23.56625705,119.5690162,401089,43,1,陰風
3938,2022/4/1 09:02,"0150deb7d0,0311",Ucdfa0f2c4d63746185972bd203584c33,澎湖 朝陽路肉圓,23.57339,119.57697,404024,43,1,風
1699,2022/2/6 11:49,"0150deb7d0,0437",U0910dc95f02dabb13f84b7463255d75a,台灣大餅早午餐,23.56718,119.56441,238366,24,1,風
1783,2022/2/7 12:10,"0150deb7d0,0125",U0910dc95f02dabb13f84b7463255d75a,赤崁海產行,23.57061,119.57209,240706,24,1,雨
1907,2022/2/8 17:34,"0150deb7d0,0139",U181657e7c3044a6c151f5554c2de1613,紫光複合式餐飲,23.56601,119.56687,245035,77,1,風
1910,2022/2/8 17:49,"0150deb7d0,0360",U181657e7c3044a6c151f5554c2de1613,芳遠水果行,23.56751,119.56721,245089,77,1,風
2000,2022/2/9 18:16,"0150deb7d0,0222",U181657e7c3044a6c151f5554c2de1613,O le pain 喔！麵包,23.57111,119.57982,247287,77,1,風
2017,2022/2/9 20:52,"0150deb7d0,0020",U181657e7c3044a6c151f5554c2de1613,漁夫才哥企業社,23.58167831,119.638447,247705,77,1,風
3159,2022/3/26 16:26,"0150deb7d0,0168",U181657e7c3044a6c151f5554c2de1613,小正傢私店,23.56467,119.56484,387990,77,1,多雲轉小雨
3164,2022/3/26 17:29,"0150deb7d0,0162",U181657e7c3044a6c151f5554c2de1613,鯨 鯊威瑪,23.5667,119.56479,388280,77,1,多雲轉小雨
3165,2022/3/26 17:30,"0150deb7d0,0305",U181657e7c3044a6c151f5554c2de1613,桃太郎日式料理,23.56613,119.56468,388287,77,1,多雲轉小雨
3214,2022/3/27 12:12,"0150deb7d0,0201",U181657e7c3044a6c151f5554c2de1613,福鴨鴨肉大王,23.56578,119.56406,390087,77,1,陰雨
1713,2022/2/6 15:21,"0150deb7d0,0016",Ua08140440fb458d2532cb6381df1e7e5,海島海產大賣場,23.56576883,119.5655136,238851,16,0,風
1765,2022/2/7 13:58,"0150deb7d0,0116",Ua08140440fb458d2532cb6381df1e7e5,金醬府,23.56734,119.5729,241040,16,0,雨
3421,2022/3/3 20:01,"0150deb7d0,0329",Ue573c8328a00a6bb23fec48a3b747101,金港黑砂糖剉冰-澎湖店,23.57281,119.57393,317838,63,0,晴
3575,2022/3/4 18:00,"0150deb7d0,0337",Ue573c8328a00a6bb23fec48a3b747101,金海集,23.56305,119.56706,320548,63,0,晴
4044,2022/4/12 11:50,"0150deb7d0,0299",Ue573c8328a00a6bb23fec48a3b747101,三多燒肉飯,23.57441,119.57805,435895,63,0,晴
4093,2022/4/13 22:19,"0150deb7d0,0152",Ue573c8328a00a6bb23fec48a3b747101,邁泰MAI TAI THAI TEA,23.56667,119.56486,441124,63,0,晴
4115,2022/4/13 19:17,"0150deb7d0,0275",Ue573c8328a00a6bb23fec48a3b747101,萊客帕冰品Like Par Par,23.56342,119.56493,440588,63,0,晴
855,2022/2/2 18:48,"0150deb7d0,0332",Ud6016814bc5cf8d901a6914526d3f1ca,小螞蟻牛排,23.56836,119.56831,229403,50,1,陰風 
856,2022/2/2 18:50,"0150deb7d0,0160",Ud6016814bc5cf8d901a6914526d3f1ca,海玩子雞蛋糕,23.56997,119.56894,229404,50,1,陰風 
857,2022/2/2 18:53,"0150deb7d0,0386",Ud6016814bc5cf8d901a6914526d3f1ca,四季肉圓專賣店,23.57334,119.57233,229414,50,1,陰風 
861,2022/2/2 19:08,"0150deb7d0,0024",Ud6016814bc5cf8d901a6914526d3f1ca,澎漁宴餐廳,23.56625705,119.5690162,229458,50,1,陰風 
1510,2022/2/3 11:08,"0150deb7d0,0157",Ud6016814bc5cf8d901a6914526d3f1ca,鮮食堂海鮮蒸鍋,23.56566,119.56462,230653,50,1,風轉小雨
879,2022/2/20 13:54,"0150deb7d0,0369",U8793a2bb7e42885c2e17c4682d981151,吹蚵仔的海鮮小吃,23.56414,119.56783,281200,24,1,風轉小雨
952,2022/2/21 15:18,"0150deb7d0,0026",U8793a2bb7e42885c2e17c4682d981151,媽宮食品工廠,23.56186091,119.5803374,284277,24,1,雨
983,2022/2/21 18:50,"0150deb7d0,0139",U8793a2bb7e42885c2e17c4682d981151,紫光複合式餐飲,23.56601,119.56687,285284,24,1,雨
4302,2022/4/18 14:46,"0150deb7d0,0215",U8793a2bb7e42885c2e17c4682d981151,阿力香雞排-文山店,23.56285,119.58517,453045,24,1,陰風
4348,2022/4/19 13:46,"0150deb7d0,0006",U8793a2bb7e42885c2e17c4682d981151,龍門閉鎖陣地,23.55574,119.67569,455931,24,1,雨風
4368,2022/4/19 12:15,"0150deb7d0,0052",U8793a2bb7e42885c2e17c4682d981151,林投貝殼教堂,23.56178733,119.646781,455689,24,1,雨風
2652,2022/3/17 09:50,"0150deb7d0,0371",U06795aebb2d9a6ff7de3a4f5e2c24e7d,阿鳳牛肉河粉,23.57142,119.57239,359549,43,1,雨陰
2656,2022/3/18 13:13,"0150deb7d0,0288",U06795aebb2d9a6ff7de3a4f5e2c24e7d,皮克吐司,23.56714,119.56467,363171,43,1,陰
2657,2022/3/18 13:17,"0150deb7d0,0298",U06795aebb2d9a6ff7de3a4f5e2c24e7d,小蘑菇義大利麵,23.56716,119.56465,363188,43,1,陰
2693,2022/3/18 16:20,"0150deb7d0,0401",U06795aebb2d9a6ff7de3a4f5e2c24e7d,駱哥港式點心,23.56584,119.56856,363685,43,1,陰
3960,2022/4/10 14:36,"0150deb7d0,0237",U06795aebb2d9a6ff7de3a4f5e2c24e7d,振發食品行,23.56413,119.5642,430491,43,1,多雲
4013,2022/4/11 15:38,"0150deb7d0,0258",U06795aebb2d9a6ff7de3a4f5e2c24e7d,曬食光餐飲店,23.56639,119.56396,433626,43,1,多雲
3675,2022/3/6 17:41,"0150deb7d0,0240",U8f4ff1ca33fbab36a6affeca623b88db,文化路蔥油餅,23.56825,119.56753,326048,29,0,風   雨
3750,2022/3/7 08:05,"0150deb7d0,0249",U8f4ff1ca33fbab36a6affeca623b88db,秋喜肉蛋吐司,23.56867,119.5675,327452,29,0,陰風
950,2022/2/21 15:13,"0150deb7d0,0291",Ub7473e6415408078ad96236c758f5476,天津蔥抓餅,23.57431,119.5792,284250,33,1,雨
1054,2022/2/22 17:48,"0150deb7d0,0149",Ub7473e6415408078ad96236c758f5476,拾捌度C鮮果茶飲站,23.57436,119.5795,288442,33,1,雨
1353,2022/2/27 11:39,"0150deb7d0,0134",Ub7473e6415408078ad96236c758f5476,呷飽飽燒烤屋,23.57558,119.58025,302954,33,1,陰風 
1436,2022/2/28 11:22,"0150deb7d0,0359",Ub7473e6415408078ad96236c758f5476,Bella調酒專賣店,23.56855353,119.567152,305962,33,1,晴多雲
2910,2022/3/21 11:42,"0150deb7d0,0165",Ub7473e6415408078ad96236c758f5476,熊掌心健康果茶,23.56358,119.56499,371146,33,1,陰
2962,2022/3/22 10:15,"0150deb7d0,0307",Ub7473e6415408078ad96236c758f5476,世軒西點麵包????,23.57275,119.57417,374163,33,1,陰雨
2968,2022/3/22 11:35,"0150deb7d0,0372",Ub7473e6415408078ad96236c758f5476,ㄇㄇ的臭豆腐,23.55258,119.61097,374426,33,1,陰雨
954,2022/2/21 16:18,"0150deb7d0,0246",U9d1aab8b5850ebabe7c0fcfdd063b9b5,達咖啡,23.56737,119.56745,284548,36,0,雨
